,College Name and Program,Country,CourseURL,Degree,Duration,Duration Unit,ECTS Credits,Experience_In Years,FeeAmount,FeeCurrency,FeeUnit,TOEFL IBT,desc,name
367,['Heinrich-Heine-Universität Düsseldorf'],Germany,http://www.mastersportal.eu/studies/108489/physics.html,msc,24,months,120,,0,EUR,year,80,The Master  Programme in Physics at the Heinrich-Heine-University Düsseldorf is a programme which is specially tailored to let the students take advantage from our particular strengths.,Physics
368,"['School of Education', 'University of Pittsburgh']",United States,http://www.mastersportal.eu/studies/99961/science-education.html,med,24,months,,,35904,USD,year,90,The Master of Education (M.Ed.) option in science education is appropriate for secondary and elementary science teachers seeking especially strong backgrounds in different science fields with a concentration in one field. Selecting this option is appropriate for community college science teaching.,Science Education
369,['RMIT University'],Australia,http://www.mastersportal.eu/studies/91211/medical-physics.html,,24,months,,,33600,AUD,year,92,"You’ll develop the skills to evaluate the performance of medical equipment, analyse outputs, and diagnose problems.",Medical Physics
370,['Desert Research Institute'],United States,http://www.mastersportal.eu/studies/192332/geophysics.html,msc,,,,,,,,79,"Geophysics applies mathematical and physical principles to the study of the Earth and planets. The curriculum introduces the global properties of the Earth (gravity, magnetic field, crustal motions, interior dynamics) and the determination of near-surface and interior properties through the use of seismology, electromagnetics, potential fields, remote sensing, geodesy and GPS. ",Geophysics
371,['Michigan Technological University'],United States,http://www.mastersportal.eu/studies/104453/geophysics.html,msc,24,months,,,17195,USD,year,79,Departmental research activities span from fundamental and precise laboratory studies of rocks and minerals to field studies in remote and rugged locations to high-performance computing and subsurface visualization.,Geophysics
372,['Cleveland State University'],United States,http://www.mastersportal.eu/studies/77834/physics.html,msc,24,months,,,905,USD,credit,,"Currently, there is tremendous growth in optics, condensed matter, and medical physics caused by rapid developments in the fields of superconductivity, electro optic materials, optical, acoustical, and NMR imaging, semiconductor devices, tomography, holography, and image-processing.",Physics
373,['Brock University'],Canada,http://www.mastersportal.eu/studies/127979/materials-physics.html,msc,13,months,,,7834,CAD,semester,80,"The objective of this 13-months-long course-based program is to provide intensive, “hands-on” graduate training in advanced experimental, theoretical, and computational techniques of modern materials science. The goal is to prepare highly knowledgeable and skilled graduates, who will be well-trained as materials scientists to fill jobs in industry, government agencies, research institutes and universities worldwide.",Materials Physics
374,"['School of Applied Sciences', 'University of Nova Gorica']",Slovenia,http://www.mastersportal.eu/studies/51947/physics-and-astrophysics.html,,24,months,120,,,,,,"The Master degree study program »Physics and astrophysics« is implemented in two modules, Astrophysics and Solid State Physics.",Physics and Astrophysics
375,['Colorado School of Mines'],United States,http://www.mastersportal.eu/studies/138417/applied-physics.html,msc,12,months,,,17010,USD,semester,79,"The Physics Department at CSM offers a full program of instruction and research leading to the M.S. or Ph.D. in Applied Physics and is part of interdisciplinary programs in Materials Science and in Nuclear Engineering, through which students can obtain both the M.S. and the Ph.D degrees.",Applied Physics
376,['Manhattanville College'],United States,http://www.mastersportal.eu/studies/211315/middle-childhood-and-adolescence-education-science-physics.html,,24,months,,,915,USD,credit,80,"Grounded in a philosophy of every child a scientist, we prepare our teacher candidates to deliver inquiry and problem-based instruction in their classrooms to develop critical thinking and empirical reasoning skills for the 21st Century. ",Middle Childhood and Adolescence Education Science -Physics (Grades 7-12)
377,"['University of Burgundy', 'Masters Programmes in English']",France,http://www.mastersportal.eu/studies/118294/physics-photonics-nanotechnology.html,,12,months,,,,,,,"Physics, Photonics, & Nanotechnology (PPN) is a Master of Science in physics, which is fully taught in English for international students as well as for French students who would like to study in an international environment.",Physics Photonics & Nanotechnology
378,"['University Babes-Bolyai', 'Faculty of Physics']",Romania,http://www.mastersportal.eu/studies/12823/computational-physics.html,,24,months,120,,3240,EUR,year,,The master’s programme in Computational Physics aims to equip students with a sound background in computational and modelling skills in order to solve modern scientific problems.,Computational Physics
379,"['Faculty of Science', 'University of Bath']",United Kingdom,http://www.mastersportal.eu/studies/88803/physics-with-astrophysics-five-years-with-placement.html,,60,months,,,19000,GBP,year,90,Gain in-depth specialist knowledge of how to apply physics to understand the origins and evolution of the universe.,Physics with Astrophysics - Five years with placement
380,"['Brunel University London', 'Brunel University London', 'College of Business, Arts and Social Sciences']",United Kingdom,http://www.mastersportal.eu/studies/59762/secondary-education.html,postgradcert,12,months,,,14100,GBP,year,,"As a qualified science teacher you may be required to teach National Curriculum general science to Key Stage 4, as well as your particular specialism to 'A' level and beyond. To this end, the course aims to facilitate your transformation into a well-educated, well-trained, confident and motivated science educator.",Secondary Education
